system:index,GEOID10,Year,ndvi_uncultivated,.geo
0000000000000000002d,270530241002,2021,0.5271355030235564,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,270530241003,2021,0.45692346774227255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,270530242002,2021,0.5961469481946763,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,270530242003,2021,0.5515667365899639,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,270530242001,2021,0.6211599113225722,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,270530243004,2021,0.5963175178022904,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,270530243003,2021,0.46466497774630905,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,270530243002,2021,0.3497921968192109,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,270530245003,2021,0.5119419676475742,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,270530243001,2021,0.5398444090737501,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,270530268106,2021,0.39719826765969174,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,270530257016,2021,0.6084051784698346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,270530260153,2021,0.5634443711975973,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,270530260202,2021,0.5678918870550398,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,270530260211,2021,0.6646333460100807,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,270530266091,2021,0.6427862421482428,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,270530262083,2021,0.6793494782980593,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,270030502162,2021,0.7062103848310513,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,270030502151,2021,0.6867269885143997,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,270030502163,2021,0.6803902125508969,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,270030502103,2021,0.6816036240802146,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,270030502104,2021,0.7114636204892761,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,270030502152,2021,0.6425871483553641,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,270030513051,2021,0.4996327537387412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,270030502242,2021,0.670233677116606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,270030507121,2021,0.6135861775301776,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,270030507122,2021,0.6155789742442004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,270030510022,2021,0.48551542798167246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,270030511011,2021,0.4306453013327184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,270030511015,2021,0.6443714175969657,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,270030511014,2021,0.5519075274531995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,270030511012,2021,0.5221380464601822,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,270030511013,2021,0.6419275130436529,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,270030511021,2021,0.48302167465039025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,270190901004,2021,0.7007819207102203,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,270190903011,2021,0.68335265604985,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,270190907012,2021,0.5838806474389207,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,270190907011,2021,0.5936851609704302,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,270190906011,2021,0.4843515235397937,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,270190906022,2021,0.6901848802170415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,270370611082,2021,0.6455114393534663,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,270370605023,2021,0.5348583361197674,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,270370605024,2021,0.5778068290126065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,270370605053,2021,0.5215901957834537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,270370605054,2021,0.6725603682250682,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,270370605021,2021,0.5829323173022424,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,270370607333,2021,0.6249010263856262,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,270370605032,2021,0.5760911458530145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,270370605034,2021,0.6006309027526562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,270370605033,2021,0.5602244601678351,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,270370605083,2021,0.7002148797894615,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,270370614012,2021,0.7382644297642201,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,270370607461,2021,0.5003045022948064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,270370609072,2021,0.5688827089550584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,270370608232,2021,0.614525337886412,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,270370609051,2021,0.6179616906514458,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,270030501151,2021,0.7010264859043959,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,270030509011,2021,0.5539712352988003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,270030502361,2021,0.6728918244544113,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,270030501153,2021,0.7031192651476608,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,270030501152,2021,0.7016486522732913,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,270030502282,2021,0.5577959521288223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,270030511022,2021,0.5060616690613025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,270030511023,2021,0.57119270678909,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,270030511033,2021,0.4341354075869678,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,270030501071,2021,0.7235011019790162,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,270030501161,2021,0.6928093318196392,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,270030501141,2021,0.7045200400528296,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,270190906021,2021,0.6915058949049347,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,270190906012,2021,0.6636010042780822,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,270190907021,2021,0.698643482646312,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,270190909003,2021,0.6498072632082651,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,270190907022,2021,0.6562368337823251,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,270370605084,2021,0.6783145647767188,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,270370607342,2021,0.6535155653729169,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,270370605082,2021,0.6355101762624936,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,270370605091,2021,0.6815558045581236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,270370608132,2021,0.6398635946860515,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,270370608201,2021,0.6404288604989982,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,270370608212,2021,0.46341256230970884,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,270370606042,2021,0.6294332511932443,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,270370610011,2021,0.6832306002294609,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,270370611061,2021,0.5159969088864201,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,270030502281,2021,0.545755450763035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,270030502181,2021,0.7124400427428954,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,270030502252,2021,0.6631503653992511,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,270030501154,2021,0.7083430542110926,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,270030510021,2021,0.5373022036706322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,270030510023,2021,0.5330993475008728,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,270030505052,2021,0.572416096493573,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,270030505054,2021,0.4720525100540271,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,270030505051,2021,0.5539956153072937,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,270030502251,2021,0.6978944550426862,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,270030501163,2021,0.7234037370250969,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,270030501081,2021,0.6864652386454639,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,270030501101,2021,0.6940424094087768,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,270030516003,2021,0.7135245543967434,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,270030502101,2021,0.7100163591242199,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,270190909004,2021,0.6100425823577499,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,270190908005,2021,0.596029510058231,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,270190908003,2021,0.6125433273195889,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,270190907013,2021,0.6129377954159885,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,270190903013,2021,0.578044033411876,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,270190909002,2021,0.6178089576845687,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,270370611071,2021,0.5959661630297474,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,270370602012,2021,0.6355676340275601,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,270370602013,2021,0.6077834496543104,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,270370602021,2021,0.5357856758703584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,270370602022,2021,0.5980440934642266,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,270370602023,2021,0.5711080829011562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,270370603011,2021,0.3692139844182342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,270370603013,2021,0.4801784254144102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,270370603012,2021,0.4450489314676735,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,270370603014,2021,0.4841656578838075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,270370603023,2021,0.5975142530170271,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,270370603022,2021,0.601396970141696,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,270370604023,2021,0.5113271365759616,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,270370603021,2021,0.5006324520217922,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,270370604012,2021,0.5165634191183652,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,270370604021,2021,0.475294818335876,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,270030501092,2021,0.6940680856756978,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,270030501094,2021,0.6950920651185124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,270030501102,2021,0.696822486807729,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,270030501112,2021,0.6855992972670752,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,270030502261,2021,0.6086368735067748,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,270030502171,2021,0.710629769711736,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,270030508051,2021,0.5742055610294938,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,270030508183,2021,0.653448765781286,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,270030508161,2021,0.6079708630348005,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,270030504011,2021,0.49069521068172045,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,270030502271,2021,0.4948830482403757,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,270030504012,2021,0.5236278768388015,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,270370605051,2021,0.4805021496078582,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,270370604022,2021,0.5224945491203239,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,270370605052,2021,0.6938110330768124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,270370601012,2021,0.5614933371214427,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,270370601014,2021,0.5379546328827511,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,270370601011,2021,0.5950196251525598,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,270370601013,2021,0.5486074743676398,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,270370607301,2021,0.6023574156305035,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,270370601021,2021,0.5802359123899438,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,270370601022,2021,0.562635370252838,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,270370601023,2021,0.5391932087230623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,270370601031,2021,0.5965920634652904,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,270370601041,2021,0.509073657231353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,270370601052,2021,0.5764210078764007,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,270370605062,2021,0.628227096896368,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,270370606031,2021,0.6446227651377162,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,270030502191,2021,0.6808725849075802,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,270030502172,2021,0.6922548776752576,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,270030502201,2021,0.682746403464176,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,270030502202,2021,0.6061502759851165,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,270030502203,2021,0.6871387100539281,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,270030502204,2021,0.5671874117444115,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,270030502211,2021,0.6006110848315692,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,270030502212,2021,0.6469302966052024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,270030502272,2021,0.6071748850834078,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,270030505011,2021,0.4066287417497547,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,270030504022,2021,0.6470151454004748,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,270030502301,2021,0.6567841593485186,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,270030502322,2021,0.634246428746349,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,270030502371,2021,0.6895391634690184,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,270370606034,2021,0.676502361925785,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,270370607271,2021,0.42173946191731215,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,270370607291,2021,0.6385046447074461,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,270370607272,2021,0.6268454082185896,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,270370607303,2021,0.6176546263572276,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,270370607351,2021,0.5221187030823466,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,270370607431,2021,0.5426111218107977,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,270370607353,2021,0.5695615675985765,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,270370607261,2021,0.6538233313031225,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,270370607252,2021,0.5820359884847272,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,270370607251,2021,0.5075223708365987,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,270370607091,2021,0.5779736723180888,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,270370607093,2021,0.6121001626307746,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,270370607412,2021,0.49427359652788605,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,270030502213,2021,0.6812328566711505,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,270030502222,2021,0.6406328604027696,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,270030502221,2021,0.6072415043598696,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,270030502223,2021,0.6452501716283215,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,270030502224,2021,0.6523100364846713,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,270030502342,2021,0.7225841240595265,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,270030502351,2021,0.7066813011789542,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,270030502341,2021,0.6892211770530163,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,270030502331,2021,0.6784987180711142,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,270030502362,2021,0.6406732825108935,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,270030504023,2021,0.579449786571918,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,270030508213,2021,0.4411003041097635,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,270030508211,2021,0.6194973732211627,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,270030508201,2021,0.5899139605421742,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,270030508202,2021,0.6227787716272158,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,270030508212,2021,0.567868717325775,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,270030506081,2021,0.49533469210018055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,270030507041,2021,0.5029570312456116,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,270030506103,2021,0.5856651800310978,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,270370607422,2021,0.6200452300348439,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,270370608241,2021,0.5963020523914537,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,270370610031,2021,0.5990022479848525,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,270370608151,2021,0.6327710502999271,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,270370608162,2021,0.5810980778647038,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,270370608171,2021,0.5343603558804444,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,270370608191,2021,0.5409434630264067,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,270370608172,2021,0.5771751754550666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,270370608173,2021,0.5902808550748299,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,270030502292,2021,0.6036108733770993,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,270030507101,2021,0.5151020209259495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,270030507102,2021,0.5422188822382079,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,270030507103,2021,0.5663182943981196,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,270030507104,2021,0.4506534865627802,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,270030507091,2021,0.6196915854883133,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,270030507092,2021,0.5681421224496377,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,270030507123,2021,0.6562703528570296,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,270030507124,2021,0.6096570620844922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,270030507111,2021,0.6825088849381076,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,270030507021,2021,0.593975048220175,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,270030508131,2021,0.5241892381988541,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,270030510011,2021,0.47447576187814766,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,270030508113,2021,0.6005752006834335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,270030508102,2021,0.5706850058509024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,270030508133,2021,0.569580495737834,"{""type"":""MultiPoint"",""coordinates"":[]}"
