system:index,GEOID,Year,ndvi_land,.geo
00000000000000000019,270530248011,2021,0.5365885786377925,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,270030502294,2021,0.6514884959553061,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,270030511024,2021,0.5248821883958471,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,270030502285,2021,0.5734306728785019,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,270030508292,2021,0.6046124220405292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,270030508282,2021,0.5295660700587975,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,270030508271,2021,0.6117224287475799,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,270030502381,2021,0.6343021452226864,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,270030508233,2021,0.615845668887115,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,270030511021,2021,0.5061492176037631,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,270030501083,2021,0.5856636215564729,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,270030507071,2021,0.6691071968621446,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,270030508243,2021,0.5044068179333151,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,270030515022,2021,0.6010475593102318,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,270030506121,2021,0.6055165054088989,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,270030508221,2021,0.577000163267312,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,270030508241,2021,0.598744724805735,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,270030508291,2021,0.6381539149833376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,270030508232,2021,0.5842260740437093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,270030512064,2021,0.47351629033548576,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,270030512063,2021,0.449095547392182,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,270030508231,2021,0.6637865007282552,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,270030508252,2021,0.6164904976841834,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,270030511022,2021,0.5711709784637362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,270030507023,2021,0.6049300633152824,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,270030507022,2021,0.5658108562441106,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,270030504024,2021,0.6521426621447286,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,270030508194,2021,0.5864255910972346,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,270030508193,2021,0.5532004203117741,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,270030502383,2021,0.5878893199464998,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,270030502164,2021,0.6978489666409939,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,270030512033,2021,0.5350508865537362,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,270030508222,2021,0.5866479349602173,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,270030502402,2021,0.686168251876924,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,270030507044,2021,0.5222992357247651,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,270030505012,2021,0.5253109135782128,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,270030502392,2021,0.6931519270122558,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,270030502391,2021,0.6461337404980136,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,270030502273,2021,0.5520602049203959,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,270030508251,2021,0.5736047431702985,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,270030508263,2021,0.623339181663624,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,270030508215,2021,0.4724732201314717,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,270030502083,2021,0.6305427653285776,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,270030502373,2021,0.6941700244245935,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,270030502372,2021,0.6939135959788176,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,270030502262,2021,0.6335836145710751,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,270030508293,2021,0.5432948904574351,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,270030516004,2021,0.7055637116002307,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,270030502363,2021,0.6712355960418527,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,270030508261,2021,0.5791991310594617,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,270030507103,2021,0.41642402964919367,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,270030502295,2021,0.5784779959453464,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,270030512061,2021,0.30746260785692797,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,270030501072,2021,0.715264163780167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,270030511032,2021,0.48975488445268595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,270030508214,2021,0.4582250784950572,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,270030502343,2021,0.7194142812648299,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,270030502333,2021,0.609615997921842,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,270530216011,2021,0.6228791585931138,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,270530216012,2021,0.4264892574185909,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,270530216013,2021,0.5653593071862424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,270530216021,2021,0.4738271716241852,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,270530215042,2021,0.5606985337172977,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,270530215043,2021,0.5690343958051772,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,270530215044,2021,0.635320290699282,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,270530215051,2021,0.5305607671720874,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,270530215052,2021,0.5527165469747709,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,270530215053,2021,0.5724241741456114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,270530118005,2021,0.5359766212511611,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,270530276023,2021,0.625398848293035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,270531101002,2021,0.48483408946708895,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,270530209022,2021,0.6225848823258091,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,270530229022,2021,0.5428450558344085,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,270530120016,2021,0.5403795763682725,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,270530240042,2021,0.4496822527477752,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,270530258051,2021,0.7359730486399554,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,270530268072,2021,0.5962966599199572,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,270530221021,2021,0.5324880899737301,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,270531108003,2021,0.5169386509278473,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,270531012002,2021,0.5334517616546864,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,270530238023,2021,0.599770039565226,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,270530106002,2021,0.5587158642695279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,270531067003,2021,0.3406953319362864,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,270531039002,2021,0.2667452332641247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,270530258021,2021,0.6748884305375413,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,270530252052,2021,0.578806600679153,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,270530267022,2021,0.3804949551052778,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,270530209031,2021,0.5161577431702625,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,270530216023,2021,0.6115163296556273,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,270530223021,2021,0.47068236461941393,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,270531013002,2021,0.47287349630760994,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,270531108004,2021,0.5332809772979397,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,270530269031,2021,0.5269403793739308,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,270530085001,2021,0.4579783813284463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,270530081003,2021,0.48413184183092894,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,270530068001,2021,0.3856062294986569,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,270531069002,2021,0.40900716497879847,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,270531226001,2021,0.5515891570239393,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,270531057002,2021,0.2988119541014561,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,270530110002,2021,0.5337951703091641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,270530006012,2021,0.5470347696770591,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,270531060003,2021,0.3955455008038343,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,270530083001,2021,0.4119521543395227,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,270531093001,2021,0.4395204985020921,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,270530245001,2021,0.6006059463573891,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,270530205003,2021,0.5366801103286234,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,270530268074,2021,0.554901526794551,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,270531102003,2021,0.5083458485452287,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,270531225003,2021,0.5683383949525798,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,270531004001,2021,0.37349035391519475,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,270530096002,2021,0.47982024100960524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,270531028003,2021,0.509533933509402,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,270530223022,2021,0.5687054783790765,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,270531069001,2021,0.4119865653642212,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,270530120034,2021,0.3596880006220015,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,270530256031,2021,0.5493916934983516,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,270530274001,2021,0.7001520083628612,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,270530209032,2021,0.5222890270485918,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,270530215034,2021,0.45867444539541535,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,270530249031,2021,0.4990980416978944,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,270531089002,2021,0.5391309501559265,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,270531258002,2021,0.4858520270565979,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,270531258003,2021,0.41631443744347746,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,270530254011,2021,0.5140911322286172,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,270530268183,2021,0.4137662830082463,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,270530208042,2021,0.5612108873185818,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,270530260051,2021,0.6534974086152946,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,270530121021,2021,0.5238957436766488,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,270531004002,2021,0.44698906186846327,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,270530248023,2021,0.5507477108157097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,270530084002,2021,0.43208812145853825,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,270530221011,2021,0.5024656140163761,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,270531007003,2021,0.543348213155943,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,270531018003,2021,0.4026617617779921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,270530085002,2021,0.5356345794465799,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,270530081002,2021,0.4504364641859441,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,270530107001,2021,0.47411944890040114,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,270530208011,2021,0.5145101930599498,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,270530262021,2021,0.6579650674594377,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,270530243003,2021,0.581611262806161,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,270531256001,2021,0.6118051886456496,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,270530229021,2021,0.6337557940211147,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,270530220002,2021,0.522710787430025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,270531007001,2021,0.5552684561521921,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,270531008003,2021,0.5451192398203788,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,270530275013,2021,0.6405108922900246,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,270531020002,2021,0.6086233300428172,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,270530240043,2021,0.3846054225975078,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,270530118003,2021,0.5214342291246372,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,270530215054,2021,0.49537255458447615,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,270531055002,2021,0.48697181479832474,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,270530082004,2021,0.40850830406154065,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,270530259062,2021,0.5662693360159095,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,270530254033,2021,0.47872444712854473,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,270531087002,2021,0.5029983399915432,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,270531099001,2021,0.49645307402117966,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,270530268076,2021,0.3436876095185993,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,270530022002,2021,0.46438450802612485,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,270531037003,2021,0.49902187961529215,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,270531113004,2021,0.5672653657374209,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,270531099003,2021,0.5333312169818666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,270531260002,2021,0.38657962344794067,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,270531260004,2021,0.32379390060484314,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,270530264032,2021,0.44968178742218096,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,270530253021,2021,0.5812530452293732,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,270530261013,2021,0.6518416069812893,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,270530267021,2021,0.45892587010511426,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,270530233004,2021,0.3479302772876017,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,270530238012,2021,0.6019205441972302,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,270531016002,2021,0.5276052738818258,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,270530239032,2021,0.6315202585377175,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,270530254012,2021,0.5508144910313133,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,270531098002,2021,0.5603962262179907,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,270530246001,2021,0.4221891661990501,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,271630711021,2021,0.7225152747688516,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,270530215041,2021,0.5259699939225758,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,271230405033,2021,0.6160890338541075,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,271230302023,2021,0.6130819484036452,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,271230346024,2021,0.5562490254519533,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,271230409023,2021,0.4938021248004087,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,271230376041,2021,0.6784764050565357,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,271230317024,2021,0.567862751288457,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,271230318015,2021,0.5601387501027293,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,271230404025,2021,0.49656102396947494,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,271230424013,2021,0.5173795168780403,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,271230424014,2021,0.599461588360777,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,271230404023,2021,0.6025369540610572,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,271230407053,2021,0.6300580073451115,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,271230406051,2021,0.6395416867616485,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,271230401022,2021,0.6801243182878758,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,271230306013,2021,0.5828600871224945,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,271230406014,2021,0.714015407651071,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,271230306014,2021,0.5791120442011495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,271230406062,2021,0.6188327920078565,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,271230406063,2021,0.4580709749161239,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,271230405032,2021,0.4996487596030907,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,271230334004,2021,0.3916509885194241,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,271230321003,2021,0.5233401660849998,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,271230416023,2021,0.6020270192313876,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,271230366004,2021,0.5466723945240772,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,271230424025,2021,0.6634694939069113,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,271230401023,2021,0.6822920060517257,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,271230339002,2021,0.49712981740248124,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,271230317025,2021,0.6012727052597342,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,271230408042,2021,0.48698653806108744,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,271230406015,2021,0.7142577677785613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,271230408013,2021,0.5642748780505128,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,271230401012,2021,0.6183514972316589,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,271230407082,2021,0.6269485107463518,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,271230407093,2021,0.6231873805670346,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,271230406052,2021,0.649963509985877,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,271230304004,2021,0.562670279073323,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,271230326004,2021,0.36199524341844086,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,271230307026,2021,0.5257170297556377,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,271230326003,2021,0.4986550435567673,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,271230423013,2021,0.6186008312916561,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,271230305005,2021,0.5054699595795433,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,271230424015,2021,0.3084232180805248,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,271230430015,2021,0.6254336328741631,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,271230349004,2021,0.405123082474948,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,271230349003,2021,0.5701708411643246,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,271230409013,2021,0.6267327122309778,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,271230411043,2021,0.559863531401452,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,271230430011,2021,0.5461646524544516,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,271230430012,2021,0.4712248010195978,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,271230430014,2021,0.558058633909374,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,271230411054,2021,0.5406811044274629,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,271230376014,2021,0.5334729761668133,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,271230408041,2021,0.6404083564951744,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,271230408054,2021,0.6671061464091208,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,271230414005,2021,0.5580059240441325,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,271230407044,2021,0.5421180093752703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,271230407081,2021,0.5833685159098574,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,271230376032,2021,0.36484159952296225,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,271230407092,2021,0.6704200870484767,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,271230407052,2021,0.5557228402780973,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,271230407045,2021,0.5805328898186957,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,271230302022,2021,0.3505344033464466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,271230342033,2021,0.15948162262123297,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,271230342032,2021,0.2595041027527352,"{""type"":""MultiPoint"",""coordinates"":[]}"
