system:index,GEOID10,Year,ndvi_land,.geo
0000000000000000004b,270030511014,2021,0.5519075274531995,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,270030511012,2021,0.5221675386132528,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,270030511013,2021,0.6420521076312115,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,270030511021,2021,0.48302167465039025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,270190901004,2021,0.715708433771663,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,270190903011,2021,0.7447966872338909,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,270190907012,2021,0.5841586030327532,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,270190907011,2021,0.6045325089517815,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,270190906011,2021,0.4843515235397937,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,270190906022,2021,0.6901848802170415,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,270370611082,2021,0.65525815617127,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,270370605023,2021,0.5367197122520898,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,270370605024,2021,0.5778068290126065,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,270370605053,2021,0.5215901957834537,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,270370605054,2021,0.6691389355379382,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,270370605021,2021,0.5826993809554759,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,270370607333,2021,0.6248566808860391,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,270370605032,2021,0.5760911458530145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,270370605034,2021,0.6009623759573516,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,270370605033,2021,0.5602244601678351,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,270370605083,2021,0.6989177327416524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,270370614012,2021,0.7294902960911328,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,270370607461,2021,0.5003045022948064,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,270370609072,2021,0.5733606247323922,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,270370608232,2021,0.6147030259131444,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,270370609051,2021,0.7078467259291763,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,270030501151,2021,0.6668577831172547,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,270030509011,2021,0.5539712352988003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,270030502361,2021,0.6728123195536179,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,270030501153,2021,0.688041164785467,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,270030501152,2021,0.6898219877246422,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,270030502282,2021,0.5579074526378713,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,270030511022,2021,0.5061354722878509,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,270030511023,2021,0.57119270678909,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,270030511033,2021,0.4343125035091577,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,270030501071,2021,0.6973061366493246,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,270030501161,2021,0.668748984019719,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,270030501141,2021,0.6702259573188456,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,270190906021,2021,0.6913823563587987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,270190906012,2021,0.663639910020295,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,270190907021,2021,0.6987506715748749,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,270190909003,2021,0.654727574783334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,270190907022,2021,0.6634180383699116,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,270370605084,2021,0.6788103435942953,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,270370607342,2021,0.6540947480690524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,270370605082,2021,0.6475807189444951,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,270370605091,2021,0.68190520347875,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,270370608132,2021,0.6412783042271754,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,270370608201,2021,0.6403196156623473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,270370608212,2021,0.506239368598286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,270370606042,2021,0.6295716746397699,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,270370610011,2021,0.7379880110586929,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,270370611061,2021,0.5756605636513089,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,270030502281,2021,0.5537429161674158,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,270030502181,2021,0.7012809711019644,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,270030502252,2021,0.661195185785422,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,270030501154,2021,0.6818808741075943,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,270030510021,2021,0.5373022036706322,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,270030510023,2021,0.5330926936474842,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,270030505052,2021,0.572416096493573,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,270030505054,2021,0.47205039853989017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,270030505051,2021,0.5537819021841671,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,270030502251,2021,0.6863442443711779,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,270030501163,2021,0.7038498007435058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,270030501081,2021,0.6643128603974469,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,270030501101,2021,0.6752387043853785,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,270030516003,2021,0.710458903677919,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,270030502101,2021,0.7048962014787604,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,270190909004,2021,0.613310518392645,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,270190908005,2021,0.5973479812070369,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,270190908003,2021,0.6178164830282341,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,270190907013,2021,0.6234979421409179,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,270190903013,2021,0.5964348322234478,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,270190909002,2021,0.6188972190878291,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,270370611071,2021,0.6116811670102622,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,270370602012,2021,0.6355676340275601,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,270370602013,2021,0.6079657798030588,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,270370602021,2021,0.5422413214534515,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,270370602022,2021,0.5983239564913317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,270370602023,2021,0.5711080829011562,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,270370603011,2021,0.3692139844182342,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,270370603013,2021,0.4801784254144102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,270370603012,2021,0.4450489314676735,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,270370603014,2021,0.4841656578838075,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,270370603023,2021,0.5975142530170271,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,270370603022,2021,0.6015148902615326,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,270370604023,2021,0.5113271365759616,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,270370603021,2021,0.5006324520217922,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,270370604012,2021,0.5165634191183652,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,270370604021,2021,0.4774536882284068,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,270030501092,2021,0.674197622956968,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,270030501094,2021,0.6770214598962966,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,270030501102,2021,0.6812307807437471,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,270030501112,2021,0.6790732670238324,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,270030502261,2021,0.6082383338221371,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,270030502171,2021,0.6996091625816565,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,270030508051,2021,0.5837699932863777,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,270030508183,2021,0.6472529675498433,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,270030508161,2021,0.6067269302474919,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,270030504011,2021,0.4955958293627664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,270030502271,2021,0.49612941755663487,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,270030504012,2021,0.5243181849015387,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,270370605051,2021,0.4805021496078582,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,270370604022,2021,0.5224945491203239,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,270370605052,2021,0.6940283976650148,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,270370601012,2021,0.5614933371214427,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,270370601014,2021,0.5379546328827511,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,270370601011,2021,0.5950196251525598,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,270370601013,2021,0.5486074743676398,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,270370607301,2021,0.6019240056427265,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,270370601021,2021,0.5802359123899438,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,270370601022,2021,0.5619700756647326,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,270370601023,2021,0.5391932087230623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,270370601031,2021,0.5969146403401794,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,270370601041,2021,0.5092326591928703,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,270370601052,2021,0.577510137670126,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,270370605062,2021,0.6297479083778059,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,270370606031,2021,0.6446227651377162,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,270030502191,2021,0.6779736338748583,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,270030502172,2021,0.6814772214079469,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,270030502201,2021,0.6867007052374726,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,270030502202,2021,0.6059869961642387,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,270030502203,2021,0.6863826657442402,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,270030502204,2021,0.5742051136338577,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,270030502211,2021,0.6076307237427494,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,270030502212,2021,0.6461888443709968,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,270030502272,2021,0.6068821480398718,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,270030505011,2021,0.40705720092395675,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,270030504022,2021,0.646733921200936,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,270030502301,2021,0.6785052143216076,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,270030502322,2021,0.6324996065799813,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,270030502371,2021,0.6884937061827485,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,270370606034,2021,0.6766049360565846,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,270370607271,2021,0.42358842086458637,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,270370607291,2021,0.6385579259595807,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,270370607272,2021,0.6277548450634298,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,270370607303,2021,0.6170519119970898,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,270370607351,2021,0.5237496608147991,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,270370607431,2021,0.5439222459672581,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,270370607353,2021,0.5695615675985765,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,270370607261,2021,0.653815169508457,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,270370607252,2021,0.5820359884847272,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,270370607251,2021,0.5078646004562126,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,270370607091,2021,0.5797724999252188,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,270370607093,2021,0.613430568073553,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,270370607412,2021,0.49378304707957965,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,270030502213,2021,0.6765884944116439,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,270030502222,2021,0.640605638018623,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,270030502221,2021,0.6100275621608167,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,270030502223,2021,0.6510361924313386,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,270030502224,2021,0.6530606730452184,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,270030502342,2021,0.7213549864855626,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,270030502351,2021,0.6959197561291258,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,270030502341,2021,0.6886373850251365,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,270030502331,2021,0.6735303653634069,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,270030502362,2021,0.6403555101345905,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,270030504023,2021,0.579449786571918,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,270030508213,2021,0.4742789774133959,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,270030508211,2021,0.6220799950494259,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,270030508201,2021,0.5906239878043282,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,270030508202,2021,0.6187982265707055,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,270030508212,2021,0.5692905363793368,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,270030506081,2021,0.4954474680457944,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,270030507041,2021,0.5035963996773951,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,270030506103,2021,0.5856651800310978,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,270370607422,2021,0.6201675821730692,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,270370608241,2021,0.5963393266055682,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,270370610031,2021,0.6392196967632333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,270370608151,2021,0.6329135925340632,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,270370608162,2021,0.6059415373691378,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,270370608171,2021,0.5369390595869429,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,270370608191,2021,0.5434622524780077,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,270370608172,2021,0.5783989025177607,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,270370608173,2021,0.5914921979484806,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,270030502292,2021,0.6059826477219807,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,270030507101,2021,0.5151020209259495,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,270030507102,2021,0.54223419605681,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,270030507103,2021,0.5663182943981196,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,270030507104,2021,0.45147460639895265,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,270030507091,2021,0.6196617053763268,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,270030507092,2021,0.5680623799635466,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,270030507123,2021,0.6560721386299425,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,270030507124,2021,0.6094946981790651,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,270030507111,2021,0.6770451524881158,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,270030507021,2021,0.593975048220175,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,270030508131,2021,0.5346369497467419,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,270030510011,2021,0.47447576187814766,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,270030508113,2021,0.6005752006834335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,270030508102,2021,0.5706257495332968,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,270030508133,2021,0.5696122673288567,"{""type"":""MultiPoint"",""coordinates"":[]}"
