tract_string,variable,raw_value,COUNT,z_score,name,type,interpret_high_value,weights_nominal,weights_scaled,weights_rank,overall_rank
27003050108,avg_temp,84.987,704,-1.62465575863414,Land surface temp on hot summer day,environment,high_opportunity,1.8177884615384579,0.5211796455316648,0.7102272727272728,50
27003050108,phhi_qntl1,0.158,700,-0.40364945791436785,"% households with annual income less than $35,000",people,high_opportunity,1.7543859649122808,3.43235255478761,4.042857142857143,283
27003050108,green_roof,650.17,702,-0.09811354854078165,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.758716265328887,4.609210646273679,6.5242165242165235,458
27003050108,env_cancer,22.445,703,-1.81248516953442,Lifetime cancer risk from air toxics,people,high_opportunity,2.0436436073886273,0.34955631711434343,0.4694167852062589,33
27003050108,luse_green,0.124,704,0.24675317308796482,NA,NA,NA,NA,NA,NA,NA
27003050108,pbipoc,0.129,703,-0.7395064488384755,% people of color,people,high_opportunity,1.2293388429752066,2.297997626397,2.4751066856330013,174
27003050109,ppov185,0.118,700,-0.5923455227230232,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,1.1834319526627217,2.7680961907577672,3.3714285714285714,236
27003050109,prim_flood,0.119,704,1.5725929129671958,% developed acres in primary flood zone,environment,high_opportunity,4.648437499999999,9.420934451310837,9.417613636363637,663
27003050109,p_0017,0.222,703,-0.08792488586463451,% people age 17 or younger,people,high_opportunity,4.654088050314465,4.649681885700826,4.5234708392603125,318
27003050109,p_65up,0.112,703,-0.4472773600202414,% people age 65 or older,people,high_opportunity,2.5,3.2733740575467567,3.413940256045519,240
27003050109,avg_temp,84.109,704,-1.8334245929003592,Land surface temp on hot summer day,environment,high_opportunity,1.395673076923073,0.33369726547495876,0.5539772727272727,39
27003050109,phhi_qntl1,0.081,700,-0.9992992904058651,"% households with annual income less than $35,000",people,high_opportunity,0.7894736842105264,1.5882486454270162,1.2571428571428571,88
27003050109,green_roof,256.25,702,-0.503142071474392,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.2976411334451531,3.074321946200179,3.005698005698006,211
27003050109,env_cancer,23.027,703,-1.6358743769043667,Lifetime cancer risk from air toxics,people,high_opportunity,2.3071350959797177,0.5093294081307789,0.7396870554765291,52
27003050109,luse_green,0.226,704,1.3562617424743502,NA,NA,NA,NA,NA,NA,NA
27003050109,pbipoc,0.06999999999999995,703,-1.021994098299458,% people of color,people,high_opportunity,0.619834710743801,1.5339184683594451,0.8534850640113798,60
27003050110,ppov185,0.124,700,-0.5536602296824898,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,1.2544378698224854,2.8990569895365255,3.642857142857143,255
27003050110,prim_flood,0.087,704,0.6923659912984174,% developed acres in primary flood zone,environment,high_opportunity,3.3984374999999996,7.5564624127148345,8.125,572
27003050110,p_0017,0.162,703,-0.9900585968279733,% people age 17 or younger,people,high_opportunity,3.3962264150943398,1.6107273942685287,1.3086770981507823,92
27003050110,p_65up,0.11,703,-0.4804177462021796,% people age 65 or older,people,high_opportunity,2.455357142857143,3.154651890467287,3.186344238975818,224
27003050110,avg_temp,85.568,704,-1.4865069058907754,Land surface temp on hot summer day,environment,high_opportunity,2.0971153846153823,0.685725457868598,0.8806818181818182,62
27003050110,phhi_qntl1,0.115,700,-0.7362850786563727,"% households with annual income less than $35,000",people,high_opportunity,1.2155388471177946,2.3077861249087652,2.4,168
27003050110,green_roof,380.59,702,-0.3752956901239526,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.44317850625796656,3.5372028554590607,4.444444444444445,312
27003050110,env_cancer,24.155,703,-1.293577170569831,Lifetime cancer risk from air toxics,people,high_opportunity,2.8178196305686347,0.9790575614826333,1.2375533428165006,87
27003050110,luse_green,0.013,704,-0.960653211244278,NA,NA,NA,NA,NA,NA,NA
27003050110,pbipoc,0.04500000000000004,703,-1.1416922548507211,% people of color,people,high_opportunity,0.3615702479338846,1.267909806699274,0.29871977240398295,21
27003050111,ppov185,0.091,700,-0.7664293414054231,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.863905325443787,2.2171043989796626,2.242857142857143,157
27003050111,prim_flood,0.132,704,1.9301850998951373,% developed acres in primary flood zone,environment,high_opportunity,5.15625,9.732080464621049,9.588068181818182,675
27003050111,p_0017,0.227,703,-0.012747076617689557,% people age 17 or younger,people,high_opportunity,4.7589098532494765,4.949147899002979,4.978662873399716,350
27003050111,p_65up,0.123,703,-0.26500523601958126,% people age 65 or older,people,high_opportunity,2.745535714285714,3.9550271411195577,4.295874822190612,302
27003050111,avg_temp,84.064,704,-1.8441245901007923,Land surface temp on hot summer day,environment,high_opportunity,1.3740384615384569,0.32582492508718497,0.5113636363636364,36
27003050111,phhi_qntl1,0.089,700,-0.9374135935236316,"% households with annual income less than $35,000",people,high_opportunity,0.8897243107769424,1.7427292563072696,1.5857142857142856,111
27003050111,green_roof,29.29,702,-0.7365023313368317,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.03198919413683603,2.30712524653687,0.3133903133903134,22
27003050111,env_cancer,23.48,703,-1.4984092754242742,Lifetime cancer risk from air toxics,people,high_opportunity,2.5122238319449472,0.6701347399879171,0.9672830725462305,68
27003050111,luse_green,0.019,704,-0.895388001280373,NA,NA,NA,NA,NA,NA,NA
27003050111,pbipoc,0.052000000000000046,703,-1.1081767710163672,% people of color,people,high_opportunity,0.4338842975206616,1.3389274035949423,0.4694167852062589,33
27003050114,ppov185,0.045,700,-1.0630165880495117,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.3195266272189349,1.4388721442116577,0.5142857142857142,36
27003050114,prim_flood,0.08,704,0.49981635218337234,% developed acres in primary flood zone,environment,high_opportunity,3.125,6.913978022772305,7.5994318181818175,535
27003050114,p_0017,0.218,703,-0.14806713326219048,% people age 17 or younger,people,high_opportunity,4.570230607966457,4.411448936753718,4.125177809388336,290
27003050114,p_65up,0.139,703,1.1785343592460572e-4,% people age 65 or older,people,high_opportunity,3.1026785714285716,5.00047016718372,5.448079658605974,383
27003050114,avg_temp,84.021,704,-1.8543490318700926,Land surface temp on hot summer day,environment,high_opportunity,1.3533653846153837,0.31844620780482746,0.4829545454545454,34
27003050114,phhi_qntl1,0.082,700,-0.991563578295586,"% households with annual income less than $35,000",people,high_opportunity,0.8020050125313284,1.6070523181804417,1.3142857142857143,92
27003050114,green_roof,70.19,702,-0.6944489535241168,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.07986178982642965,2.437003513980445,0.7264957264957266,51
27003050114,env_cancer,23.344,703,-1.5396791513653172,Lifetime cancer risk from air toxics,people,high_opportunity,2.450651937703731,0.618192906149251,0.9246088193456614,65
27003050114,luse_green,0.046,704,-0.6016945564428005,NA,NA,NA,NA,NA,NA,NA
27003050114,pbipoc,0.03200000000000003,703,-1.2039352962573784,% people of color,people,high_opportunity,0.2272727272727275,1.1430729405880913,0.07112375533428165,5
27003050115,ppov185,0.068,700,-0.9147229647274674,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.591715976331361,1.8016854263301876,1.4142857142857144,99
27003050115,prim_flood,0.084,704,0.6098447173919698,% developed acres in primary flood zone,environment,high_opportunity,3.28125,7.290176619018909,7.8125,550
27003050115,p_0017,0.248,703,0.30299972221947885,% people age 17 or younger,people,high_opportunity,5.199161425576521,6.190549633547966,6.216216216216216,437
27003050115,p_65up,0.119,703,-0.33128600838345773,% people age 65 or older,people,high_opportunity,2.65625,3.702142294355561,3.997155049786629,281
27003050115,avg_temp,84.378,704,-1.7694623874133273,Land surface temp on hot summer day,environment,high_opportunity,1.5249999999999988,0.384083711381735,0.6107954545454546,43
27003050115,phhi_qntl1,0.068,700,-1.0998635478394945,"% households with annual income less than $35,000",people,high_opportunity,0.6265664160401003,1.3569578957755632,0.8428571428571429,59
27003050115,green_roof,237.77,702,-0.5221432064861029,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.2760106794514199,3.007853127430594,2.8062678062678064,197
27003050115,env_cancer,23.265,703,-1.5636520940075411,Lifetime cancer risk from air toxics,people,high_opportunity,2.4148859109018472,0.5894964691626308,0.8534850640113798,60
27003050115,luse_green,0.069,704,-0.3515112515811645,NA,NA,NA,NA,NA,NA,NA
27003050115,pbipoc,0.131,703,-0.7299305963143744,% people of color,people,high_opportunity,1.25,2.327163045069151,2.532005689900427,178
27003050116,ppov185,0.099,700,-0.714848950684712,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.9585798816568047,2.3735119200286916,2.571428571428571,180
27003050116,prim_flood,0.112,704,1.3800432738521506,% developed acres in primary flood zone,environment,high_opportunity,4.375,9.162133393214694,9.275568181818182,653
27003050116,p_0017,0.259,703,0.4683909025627578,% people age 17 or younger,people,high_opportunity,5.429769392033544,6.802474636979115,7.012802275960171,493
27003050116,p_65up,0.108,703,-0.5135581323841178,% people age 65 or older,people,high_opportunity,2.4107142857142856,3.037804788376443,3.0440967283072546,214
27003050116,avg_temp,83.322,704,-2.020555655050146,Land surface temp on hot summer day,environment,high_opportunity,1.0173076923076922,0.21662891677917584,0.2982954545454546,21
27003050116,phhi_qntl1,0.141,700,-0.5351565637891141,"% households with annual income less than $35,000",people,high_opportunity,1.5413533834586466,2.9627079961415936,3.3857142857142857,237
27003050116,green_roof,313.8,702,-0.4439691645521,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.3650022063531266,3.2853243889840344,3.6609686609686607,257
27003050116,env_cancer,23.084,703,-1.6185774436055476,Lifetime cancer risk from air toxics,people,high_opportunity,2.3329409634190506,0.5276910579372558,0.7539118065433854,53
27003050116,luse_green,0.008,704,-1.015040886214199,NA,NA,NA,NA,NA,NA,NA
27003050116,pbipoc,0.10699999999999998,703,-0.8448408266035875,% people of color,people,high_opportunity,1.002066115702479,1.9909985820627334,1.8349928876244666,129
27003050208,ppov185,0.077,700,-0.8566950251666676,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.6982248520710059,1.9580672671961046,1.7714285714285714,124
27003050208,prim_flood,0.107,704,1.242507817341404,% developed acres in primary flood zone,environment,high_opportunity,4.1796875,8.929753709868894,9.09090909090909,640
27003050208,p_0017,0.231,703,0.047395170779866415,% people age 17 or younger,people,high_opportunity,4.8427672955974845,5.189008610718276,5.220483641536273,367
27003050208,p_65up,0.111,703,-0.46384755311121045,% people age 65 or older,people,high_opportunity,2.4776785714285716,3.2137848544139365,3.328591749644381,234
27003050208,avg_temp,92.626,704,0.19172821056819575,Land surface temp on hot summer day,environment,high_opportunity,5.490384615384617,5.7602244645996965,5.4119318181818175,381
27003050208,phhi_qntl1,0.045,700,-1.2777849263759156,"% households with annual income less than $35,000",people,high_opportunity,0.33834586466165417,1.0066263535702316,0.3,21
27003050208,green_roof,643.49,702,-0.10498192418354285,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.7508974648592908,4.58195075932122,6.467236467236467,454
27003050208,env_cancer,28.881,703,0.14055101838142417,Lifetime cancer risk from air toxics,people,high_opportunity,4.957442955450924,5.558876771696935,5.248933143669986,369
27003050208,luse_green,0.406,704,3.3142180413915012,NA,NA,NA,NA,NA,NA,NA
27003050208,pbipoc,0.239,703,-0.21283456001291548,% people of color,people,high_opportunity,2.365702479338843,4.157280031376146,5.448079658605974,383
27003050210,ppov185,0.106,700,-0.6697161088040898,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,1.0414201183431953,2.515193903676663,2.8285714285714287,198
27003050210,prim_flood,0.114,704,1.4350574564564493,% developed acres in primary flood zone,environment,high_opportunity,4.453125,9.24364637280895,9.303977272727273,655
27003050210,p_0017,0.201,703,-0.4036716847018029,% people age 17 or younger,people,high_opportunity,4.213836477987422,3.432270820480119,2.9445234708392602,207
27003050210,p_65up,0.154,703,0.24867074980046092,% people age 65 or older,people,high_opportunity,3.4375,5.981922617526624,6.443812233285917,453
27003050210,avg_temp,83.088,704,-2.076195640492398,Land surface temp on hot summer day,environment,high_opportunity,0.904807692307688,0.18937930161995836,0.2130681818181818,15
27003050210,phhi_qntl1,0.084,700,-0.9760921540750276,"% households with annual income less than $35,000",people,high_opportunity,0.8270676691729324,1.6450939954264454,1.357142857142857,95
27003050210,green_roof,981.14,702,0.2421897877593226,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,1.1461097370986866,5.956834461353595,7.678062678062679,539
27003050210,env_cancer,23.867,703,-1.3809722019743933,Lifetime cancer risk from air toxics,people,high_opportunity,2.6874320898225283,0.8364375396608524,1.12375533428165,79
27003050210,luse_green,0.382,704,3.053157201535881,NA,NA,NA,NA,NA,NA,NA
27003050210,pbipoc,0.13,703,-0.7347185225764249,% people of color,people,high_opportunity,1.2396694214876034,2.312554686440685,2.503556187766714,176
27003050215,ppov185,0.06,700,-0.9663033554481786,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.4970414201183432,1.6694620376372806,0.942857142857143,66
27003050215,prim_flood,0.088,704,0.7198730826005667,% developed acres in primary flood zone,environment,high_opportunity,3.4375,7.641984287542129,8.210227272727273,578
27003050215,p_0017,0.214,703,-0.20820938065974645,% people age 17 or younger,people,high_opportunity,4.486373165618448,4.175327421939979,3.741109530583215,263
27003050215,p_65up,0.193,703,0.8949082803482561,% people age 65 or older,people,high_opportunity,4.308035714285714,8.145819399943063,8.321479374110952,585
27003050215,avg_temp,88.563,704,-0.7743626477730904,Land surface temp on hot summer day,environment,high_opportunity,3.537019230769231,2.193581828820294,2.315340909090909,163
27003050215,phhi_qntl1,0.142,700,-0.5274208516788349,"% households with annual income less than $35,000",people,high_opportunity,1.5538847117794485,2.98950683252103,3.442857142857143,241
27003050215,green_roof,796.23,702,0.052065335648097226,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.9296764444590104,5.20761683184213,7.07977207977208,497
27003050215,env_cancer,29.15,703,0.22218040535304612,Lifetime cancer risk from air toxics,people,high_opportunity,5.079228540383919,5.87913276406535,5.533428165007113,389
27003050215,luse_green,0.026,704,-0.8192452563224839,NA,NA,NA,NA,NA,NA,NA
27003050215,pbipoc,0.119,703,-0.787385711458981,% people of color,people,high_opportunity,1.1260330578512394,2.155280542724224,2.204836415362731,155
27003050216,ppov185,0.049,700,-1.0372263926891563,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.36686390532544383,1.4981518032715633,0.6571428571428571,46
27003050216,prim_flood,0.135,704,2.0127063738015853,% developed acres in primary flood zone,environment,high_opportunity,5.2734375,9.779272357705874,9.616477272727273,677
27003050216,p_0017,0.258,703,0.4533553407133688,% people age 17 or younger,people,high_opportunity,5.408805031446541,6.748535554416172,6.899004267425321,485
27003050216,p_65up,0.122,703,-0.2815754291105504,% people age 65 or older,people,high_opportunity,2.7232142857142856,3.891345414491414,4.182076813655761,294
27003050216,avg_temp,85.905,704,-1.4063758157453123,Land surface temp on hot summer day,environment,high_opportunity,2.259134615384615,0.7980627887943079,1.0369318181818183,73
27003050216,phhi_qntl1,0.059,700,-1.1694849568320071,"% households with annual income less than $35,000",people,high_opportunity,0.5137844611528821,1.2110414930804887,0.6285714285714286,44
27003050216,green_roof,168.99,702,-0.5928627988078273,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.19550512611327192,2.7663648810596424,2.0085470085470085,141
27003050216,env_cancer,27.604,703,-0.24696097850616672,Lifetime cancer risk from air toxics,people,high_opportunity,4.3793009779065555,4.024692117297748,3.314366998577525,233
27003050216,luse_green,0.032,704,-0.7539800463585788,NA,NA,NA,NA,NA,NA,NA
27003050216,pbipoc,0.08299999999999996,703,-0.9597510568928007,% people of color,people,high_opportunity,0.7541322314049582,1.6859026007660358,1.1522048364153628,81
27003050217,ppov185,0.094,700,-0.7470866948851564,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.8994082840236686,2.2750561550031696,2.4142857142857146,169
27003050217,prim_flood,0.091,704,0.8023943565070147,% developed acres in primary flood zone,environment,high_opportunity,3.5546875,7.8883756171906985,8.394886363636363,591
27003050217,p_0017,0.293,703,0.9796000054419827,% people age 17 or younger,people,high_opportunity,6.142557651991614,8.36358198869981,8.634423897581792,607
27003050217,p_65up,0.11,703,-0.4804177462021796,% people age 65 or older,people,high_opportunity,2.455357142857143,3.154651890467287,3.186344238975818,224
27003050217,avg_temp,85.748,704,-1.4437069170890433,Land surface temp on hot summer day,environment,high_opportunity,2.183653846153847,0.7441071744187058,0.9659090909090908,68
27003050217,phhi_qntl1,0.075,700,-1.0457135630675403,"% households with annual income less than $35,000",people,high_opportunity,0.7142857142857142,1.4784664944494104,1.0857142857142856,76
27003050217,green_roof,129.09,702,-0.6338879766740211,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.14880300953589334,2.63076966353308,1.4814814814814814,104
27003050217,env_cancer,25.013,703,-1.0332128061770722,Lifetime cancer risk from air toxics,people,high_opportunity,3.206265845708077,1.5075216059016594,1.7638691322901852,124
27003050217,luse_green,0.008,704,-1.015040886214199,NA,NA,NA,NA,NA,NA,NA
27003050217,pbipoc,0.052000000000000046,703,-1.1081767710163672,% people of color,people,high_opportunity,0.4338842975206616,1.3389274035949423,0.4694167852062589,33
27003050218,ppov185,0.111,700,-0.6374783646036454,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,1.1005917159763314,2.6190664911599635,3.028571428571429,212
27003050218,prim_flood,0.085,704,0.6373518086941191,% developed acres in primary flood zone,environment,high_opportunity,3.3203125,7.380521443575399,7.883522727272727,555
27003050218,p_0017,0.228,703,0.0022884852316994355,% people age 17 or younger,people,high_opportunity,4.779874213836479,5.00912972720101,5.064011379800854,356
27003050218,p_65up,0.161,703,0.36466210143724476,% people age 65 or older,people,high_opportunity,3.59375,6.4231817403665845,6.8847795163584635,484
27003050218,avg_temp,85.495,704,-1.5038646791270314,Land surface temp on hot summer day,environment,high_opportunity,2.0620192307692315,0.6630810659276885,0.8380681818181818,59
27003050218,phhi_qntl1,0.067,700,-1.1075992599497735,"% households with annual income less than $35,000",people,high_opportunity,0.6140350877192984,1.3401746159708767,0.8142857142857143,57
27003050218,green_roof,8.58,702,-0.7577963522292847,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.0077485717228633205,2.2428645323310294,0.08547008547008547,6
27003050218,env_cancer,24.875,703,-1.0750895920584254,Lifetime cancer risk from air toxics,people,high_opportunity,3.1437884824339006,1.4116730938586715,1.6358463726884778,115
27003050218,luse_green,0.026,704,-0.8192452563224839,NA,NA,NA,NA,NA,NA,NA
27003050218,pbipoc,0.03500000000000003,703,-1.1895715174712267,% people of color,people,high_opportunity,0.2582644628099176,1.1710742309246256,0.11379800853485064,8
27003050219,ppov185,0.036,700,-1.1210445276103118,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.21301775147928995,1.311344546069533,0.3,21
27003050219,prim_flood,0.084,704,0.6098447173919698,% developed acres in primary flood zone,environment,high_opportunity,3.28125,7.290176619018909,7.8125,550
27003050219,p_0017,0.197,703,-0.4638139320993589,% people age 17 or younger,people,high_opportunity,4.129979035639414,3.2139053036401726,2.660028449502134,187
27003050219,p_65up,0.159,703,0.3315217152553065,% people age 65 or older,people,high_opportunity,3.5491071428571432,6.298747794470668,6.78520625889047,477
27003050219,avg_temp,86.934,704,-1.1617025464287534,Land surface temp on hot summer day,environment,high_opportunity,2.7538461538461516,1.226781555025803,1.4346590909090908,101
27003050219,phhi_qntl1,0.065,700,-1.123070684170332,"% households with annual income less than $35,000",people,high_opportunity,0.5889724310776943,1.3070373779174171,0.7857142857142857,55
27003050219,green_roof,12.98,702,-0.7532722724645916,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.012898679816609332,2.256431586073748,0.14245014245014245,10
27003050219,env_cancer,27.523,703,-0.27154083108869975,Lifetime cancer risk from air toxics,people,high_opportunity,4.342629482071713,3.929875501209965,3.200568990042674,225
27003050219,luse_green,0.086,704,-0.16659315668343372,NA,NA,NA,NA,NA,NA,NA
27003050219,pbipoc,0.14400000000000002,703,-0.6676875549077173,% people of color,people,high_opportunity,1.3842975206611572,2.521665278435047,2.9160739687055477,205
27003050220,ppov185,0.105,700,-0.6761636576441787,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,1.029585798816568,2.494683718459392,2.7714285714285714,194
27003050220,prim_flood,0.115,704,1.4625645477585987,% developed acres in primary flood zone,environment,high_opportunity,4.4921875,9.282067149932093,9.332386363636363,657
27003050220,p_0017,0.272,703,0.6638532066048146,% people age 17 or younger,people,high_opportunity,5.702306079664571,7.466078660381515,7.581792318634424,533
27003050220,p_65up,0.112,703,-0.4472773600202414,% people age 65 or older,people,high_opportunity,2.5,3.2733740575467567,3.413940256045519,240
27003050220,avg_temp,91.159,704,-0.1570916981659083,Land surface temp on hot summer day,environment,high_opportunity,4.7850961538461565,4.375862901268977,4.048295454545455,285
27003050220,phhi_qntl1,0.108,700,-0.790435063428327,"% households with annual income less than $35,000",people,high_opportunity,1.1278195488721805,2.1463686583159576,2.2714285714285714,159
27003050220,green_roof,441.99,702,-0.31216421340755407,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.5150459237479678,3.77457863824766,5,351
27003050220,env_cancer,28.208,703,-0.06367417653270986,Lifetime cancer risk from air toxics,people,high_opportunity,4.652752625860195,4.746148335755817,4.196301564722617,295
27003050220,luse_green,0.012,704,-0.9715307462382623,NA,NA,NA,NA,NA,NA,NA
27003050220,pbipoc,0.18400000000000005,703,-0.4761705044256952,% people of color,people,high_opportunity,1.7975206611570251,3.1697645553076685,3.9402560455192033,277
27003050221,ppov185,0.054,700,-1.0049886484887118,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.42603550295857995,1.5745115794577524,0.7857142857142857,55
27003050221,prim_flood,0.117,704,1.5175787303628974,% developed acres in primary flood zone,environment,high_opportunity,4.5703125,9.354396839189146,9.375,660
27003050221,p_0017,0.309,703,1.2201689950322065,% people age 17 or younger,people,high_opportunity,6.477987421383648,8.887995911022795,9.118065433854907,641
27003050221,p_65up,0.096,703,-0.712400449475747,% people age 65 or older,people,high_opportunity,2.142857142857143,2.3810841864427768,2.418207681365576,170
27003050221,avg_temp,89.773,704,-0.4866516119392362,Land surface temp on hot summer day,environment,high_opportunity,4.118749999999997,3.1325262072535476,3.1107954545454546,219
27003050221,phhi_qntl1,0.074,700,-1.0534492751778195,"% households with annual income less than $35,000",people,high_opportunity,0.7017543859649122,1.4606756533721257,1.0285714285714285,72
27003050221,green_roof,425.02,702,-0.329612766500018,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.49518289321367914,3.708462874817931,4.814814814814815,338
27003050221,env_cancer,27.796,703,-0.18869762423645844,Lifetime cancer risk from air toxics,people,high_opportunity,4.466226005070626,4.251649068615857,3.613086770981508,254
27003050221,luse_green,0.038,704,-0.6887148363946739,NA,NA,NA,NA,NA,NA,NA
27003050221,pbipoc,0.06499999999999995,703,-1.0459337296097106,% people of color,people,high_opportunity,0.5681818181818176,1.4779581510104038,0.7681365576102418,54
27003050222,ppov185,0.1,700,-0.7084014018446231,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.970414201183432,2.3934801107377073,2.6142857142857148,183
27003050222,prim_flood,0.098,704,0.9949439956220603,% developed acres in primary flood zone,environment,high_opportunity,3.828125,8.401182482686057,8.764204545454547,617
27003050222,p_0017,0.269,703,0.6187465210566477,% people age 17 or younger,people,high_opportunity,5.639412997903564,7.319583210970184,7.339971550497866,516
27003050222,p_65up,0.104,703,-0.5798389047479943,% people age 65 or older,people,high_opportunity,2.321428571428571,2.8101162952404177,2.7880512091038407,196
27003050222,avg_temp,92.235,704,0.09875712378221303,Land surface temp on hot summer day,environment,high_opportunity,5.302403846153845,5.393344438624915,5.028409090909091,354
27003050222,phhi_qntl1,0.053,700,-1.2158992294936823,"% households with annual income less than $35,000",people,high_opportunity,0.4385964912280702,1.1201165582513362,0.5285714285714286,37
27003050222,green_roof,29.54,702,-0.7362452813502014,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.03228181391488978,2.3079071989873503,0.32763532763532766,23
27003050222,env_cancer,29.454,703,0.31443071628008473,Lifetime cancer risk from air toxics,people,high_opportunity,5.216859833393698,6.234030349761089,5.917496443812233,416
27003050222,luse_green,0.098,704,-0.036062736755623555,NA,NA,NA,NA,NA,NA,NA
27003050222,pbipoc,0.09199999999999997,703,-0.9166597205343459,% people of color,people,high_opportunity,0.8471074380165287,1.7966048966401527,1.3940256045519204,98
27003050223,ppov185,0.076,700,-0.8631425740067565,% people whose family income is <185% of the federal poverty threshold,people,high_opportunity,0.6863905325443787,1.9402954131698262,1.7142857142857144,120
27003050223,prim_flood,0.089,704,0.747380173902716,% developed acres in primary flood zone,environment,high_opportunity,3.4765625,7.72582945245393,8.267045454545453,582
27003050223,p_0017,0.238,703,0.15264410372558895,% people age 17 or younger,people,high_opportunity,4.989517819706498,5.606605286073072,5.633001422475107,396
27003050223,p_65up,0.153,703,0.2321005567094918,% people age 65 or older,people,high_opportunity,3.4151785714285716,5.917700437537548,6.330014224751067,445
27003050223,avg_temp,87.483,704,-1.0311625805834734,Land surface temp on hot summer day,environment,high_opportunity,3.0177884615384625,1.5123229249736039,1.6477272727272727,116
27003050223,phhi_qntl1,0.063,700,-1.1385421083908904,"% households with annual income less than $35,000",people,high_opportunity,0.5639097744360902,1.2744709314017244,0.7000000000000001,49
27003050223,green_roof,82.76,702,-0.6815244801963459,Water holding potential of green roofs on commercial bldgs,environment,high_opportunity,0.09457471226697226,2.4776984109918425,0.9116809116809117,64
27003050223,env_cancer,24.681,703,-1.1339598562684428,Lifetime cancer risk from air toxics,people,high_opportunity,3.055957986236871,1.2840569368977088,1.4935988620199148,105
