system:index,GEOID10,Year,ndvi,.geo
0000000000000000001c,270530234003,2021,0.3980386547332207,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,270530271012,2021,0.7299648371257811,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,270530271013,2021,0.748895632662085,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,270531048002,2021,0.3998427230785274,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,270530264032,2021,0.6080861156229898,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,270530264021,2021,0.6100036497498291,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000022,270530273001,2021,0.6346306296753083,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000023,270530275032,2021,0.6872209530600213,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000024,270530277001,2021,0.7254477997839578,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000025,270530277004,2021,0.6821022576770328,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000026,270530277003,2021,0.651391009932286,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000027,270530277002,2021,0.7265295351806975,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000028,270530277005,2021,0.6836194234825198,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000029,270530266122,2021,0.6225169939020924,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002a,270530266061,2021,0.6964932571203005,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002b,270530266093,2021,0.6095748456857848,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,270530266092,2021,0.6634382615353736,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,270530241002,2021,0.5339189535390003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,270530241003,2021,0.4620631648443214,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002f,270530242002,2021,0.6265645445161223,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000030,270530242003,2021,0.5574960322230813,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000031,270530242001,2021,0.6343925270984596,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000032,270530243004,2021,0.6027583069049031,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000033,270530243003,2021,0.47429787518361066,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000034,270530243002,2021,0.3658369644526501,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000035,270530245003,2021,0.5228216684566936,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000036,270530243001,2021,0.5486885115571191,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000037,270530268106,2021,0.41239271048410203,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000038,270530257016,2021,0.6207595323183557,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000039,270530260153,2021,0.5769794713505463,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,270530260202,2021,0.5853268461012735,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003b,270530260211,2021,0.6776004059866102,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003c,270530266091,2021,0.6667322661807149,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003d,270530262083,2021,0.6933023511568384,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003e,270030502162,2021,0.7374619044053581,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003f,270030502151,2021,0.7020433269517644,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000040,270030502163,2021,0.6952984241175986,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000041,270030502103,2021,0.6901660283209847,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000042,270030502104,2021,0.7248834915774727,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000043,270030502152,2021,0.6564472846184055,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000044,270030513051,2021,0.5213586221812854,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000045,270030502242,2021,0.6927891413161276,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000046,270030507121,2021,0.6424955652982524,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,270030507122,2021,0.6395915141545142,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,270030510022,2021,0.5123707241528721,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,270030511011,2021,0.455973709456307,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,270030511015,2021,0.6768582189059611,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,270030511014,2021,0.5713922309443388,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,270030511012,2021,0.5421358642321736,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,270030511013,2021,0.6670833711423051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,270030511021,2021,0.5027573264429501,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,270190901004,2021,0.7208081548209996,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,270190903011,2021,0.6962152200373818,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,270190907012,2021,0.5962911030609606,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,270190907011,2021,0.6086374388483035,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,270190906011,2021,0.49281354658552484,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,270190906022,2021,0.7080991677950647,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,270370611082,2021,0.6715060241963843,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,270370605023,2021,0.535673052600098,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,270370605024,2021,0.586087792878784,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,270370605053,2021,0.53118654068939,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000059,270370605054,2021,0.6955143394168505,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,270370605021,2021,0.596604253734561,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,270370607333,2021,0.6476126484851568,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,270370605032,2021,0.5796570570914473,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,270370605034,2021,0.6185365369718904,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,270370605033,2021,0.5914954841848021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,270370605083,2021,0.733002200472001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000060,270370614012,2021,0.7650858822496921,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000061,270370607461,2021,0.5296729806421394,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000062,270370609072,2021,0.5913517260393941,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000063,270370608232,2021,0.6285550065722306,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000064,270370609051,2021,0.63348109999987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000065,270030501151,2021,0.717074494294701,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000066,270030509011,2021,0.5656518810626823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000067,270030502361,2021,0.6874406978309168,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000068,270030501153,2021,0.7156375324246823,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000069,270030501152,2021,0.7177722620587187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,270030502282,2021,0.575900789154631,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006b,270030511022,2021,0.5252455120950377,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006c,270030511023,2021,0.5971951360197154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006d,270030511033,2021,0.45498686299649793,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006e,270030501071,2021,0.74821188302537,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006f,270030501161,2021,0.7261200746272223,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000070,270030501141,2021,0.7245678570837703,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000071,270190906021,2021,0.7065766629691324,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000072,270190906012,2021,0.6835201970929424,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000073,270190907021,2021,0.7160244859749579,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000074,270190909003,2021,0.6665358109114738,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,270190907022,2021,0.6719202508449434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,270370605084,2021,0.7057255021923646,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,270370607342,2021,0.674478198784472,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,270370605082,2021,0.6650918490802091,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,270370605091,2021,0.7151443192402209,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,270370608132,2021,0.663746972779977,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,270370608201,2021,0.6722184964916036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,270370608212,2021,0.4897821937793582,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,270370606042,2021,0.6543828122203855,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,270370610011,2021,0.709849913659794,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,270370611061,2021,0.5392666410016509,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,270030502281,2021,0.5808835379867698,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,270030502181,2021,0.7296236820590024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,270030502252,2021,0.6737991964927361,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,270030501154,2021,0.7241358677080326,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,270030510021,2021,0.5475722521341061,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,270030510023,2021,0.5469427721230434,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,270030505052,2021,0.5770518020511185,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,270030505054,2021,0.4769080521842735,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,270030505051,2021,0.5671119446131369,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,270030502251,2021,0.7163333232252753,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,270030501163,2021,0.7454954169440116,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,270030501081,2021,0.7025122495990487,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,270030501101,2021,0.7128246732749879,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,270030516003,2021,0.7208139872790866,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,270030502101,2021,0.718854320341423,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,270190909004,2021,0.6343661521284006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,270190908005,2021,0.6156078780480662,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,270190908003,2021,0.6325962589062198,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,270190907013,2021,0.635085461494579,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,270190903013,2021,0.5906040205665258,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,270190909002,2021,0.6329946022121858,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,270370611071,2021,0.6153815695835584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,270370602012,2021,0.6601460512574896,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,270370602013,2021,0.6168770129127199,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,270370602021,2021,0.5601010469758104,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,270370602022,2021,0.6174386225422943,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,270370602023,2021,0.5842599855201942,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,270370603011,2021,0.38697517703256035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,270370603013,2021,0.4741898184769667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,270370603012,2021,0.4454145661488234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,270370603014,2021,0.49263712365233264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,270370603023,2021,0.606395113611828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,270370603022,2021,0.6185253581077012,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,270370604023,2021,0.5162384246372008,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,270370603021,2021,0.5049019777080094,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,270370604012,2021,0.5276129786236482,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,270370604021,2021,0.49435314580238054,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,270030501092,2021,0.7037142115872678,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,270030501094,2021,0.7075280640160027,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,270030501102,2021,0.7179181322441456,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,270030501112,2021,0.6909293637702333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,270030502261,2021,0.6165011664781419,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,270030502171,2021,0.7250891761350118,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,270030508051,2021,0.5769625059076854,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,270030508183,2021,0.6879726590412395,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,270030508161,2021,0.6313558519241567,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,270030504011,2021,0.5101863298016653,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,270030502271,2021,0.5099905882166037,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,270030504012,2021,0.5416942752663095,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,270370605051,2021,0.5115587746708439,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,270370604022,2021,0.5315280754153127,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,270370605052,2021,0.7248211695454445,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,270370601012,2021,0.5690580266951963,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,270370601014,2021,0.5508336943103099,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,270370601011,2021,0.5969143051527216,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,270370601013,2021,0.5550394141251068,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,270370607301,2021,0.6376114742747757,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,270370601021,2021,0.5910636529439511,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,270370601022,2021,0.5665762430161827,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,270370601023,2021,0.554294340780937,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,270370601031,2021,0.6005571121503787,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,270370601041,2021,0.5238795416469352,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,270370601052,2021,0.5937233299709581,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,270370605062,2021,0.648497985303778,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,270370606031,2021,0.6617030642731829,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,270030502191,2021,0.6940039328964217,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,270030502172,2021,0.7054392139662019,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,270030502201,2021,0.7005076226513336,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,270030502202,2021,0.6217961419792816,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,270030502203,2021,0.7096270785804121,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,270030502204,2021,0.5764848439059885,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,270030502211,2021,0.6064547804115061,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,270030502212,2021,0.6471371225681128,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,270030502272,2021,0.6143098478013698,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,270030505011,2021,0.4063409249918628,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,270030504022,2021,0.6715095178060617,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,270030502301,2021,0.6741036003260523,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,270030502322,2021,0.6580164496059234,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,270030502371,2021,0.702266254180112,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,270370606034,2021,0.6993422049375572,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,270370607271,2021,0.4468617211670677,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,270370607291,2021,0.6639136481946544,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,270370607272,2021,0.6499723369071598,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,270370607303,2021,0.6490572885674286,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,270370607351,2021,0.554751586665798,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,270370607431,2021,0.5850088255203828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,270370607353,2021,0.5904790530301903,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,270370607261,2021,0.6727019477147804,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,270370607252,2021,0.6070992724231342,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,270370607251,2021,0.5277408575730506,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,270370607091,2021,0.59262065854928,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,270370607093,2021,0.6239336068467058,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dc,270370607412,2021,0.5317423323433791,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000dd,270030502213,2021,0.6892984830175377,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000de,270030502222,2021,0.6458086429148686,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000df,270030502221,2021,0.6041963356892367,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e0,270030502223,2021,0.6518553328807883,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e1,270030502224,2021,0.6520585145770353,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e2,270030502342,2021,0.7361734853388305,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e3,270030502351,2021,0.7193500318895786,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e4,270030502341,2021,0.695579350283453,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e5,270030502331,2021,0.6879597245289534,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e6,270030502362,2021,0.6491267770323873,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e7,270030504023,2021,0.597791870817923,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e8,270030508213,2021,0.4743797759308946,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000e9,270030508211,2021,0.6273830237343799,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ea,270030508201,2021,0.6034019028992169,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000eb,270030508202,2021,0.6349254567993082,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ec,270030508212,2021,0.5916998189733802,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ed,270030506081,2021,0.5134233357196717,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ee,270030507041,2021,0.5320247587702923,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ef,270030506103,2021,0.5884849501526127,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f0,270370607422,2021,0.6418716117839706,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f1,270370608241,2021,0.6246658179933707,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f2,270370610031,2021,0.6352168053229402,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f3,270370608151,2021,0.6642364881617887,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f4,270370608162,2021,0.6166181408580742,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f5,270370608171,2021,0.5651631868976765,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f6,270370608191,2021,0.5757540960959664,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f7,270370608172,2021,0.596430724475221,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f8,270370608173,2021,0.6168175975339812,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000f9,270030502292,2021,0.6172283090650241,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fa,270030507101,2021,0.5445656238296326,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fb,270030507102,2021,0.5637188397170573,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fc,270030507103,2021,0.5964635243161885,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fd,270030507104,2021,0.47498959528745494,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000fe,270030507091,2021,0.6518350632838866,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ff,270030507092,2021,0.5922749348558667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000100,270030507123,2021,0.6837010721504,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000101,270030507124,2021,0.6487177544283956,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000102,270030507111,2021,0.6957257134764566,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000103,270030507021,2021,0.6117001145406143,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,270030508131,2021,0.5550093111844949,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,270030510011,2021,0.48727529323803115,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,270030508113,2021,0.625504755290112,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,270030508102,2021,0.5960669152380219,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000108,270030508133,2021,0.5965965443436358,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109,270030509012,2021,0.5536817454886194,"{""type"":""MultiPoint"",""coordinates"":[]}"
